Epoch,Loss,Accuracy,Precision,Recall,Weighted F1,Micro F1,Macro F1
1,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
2,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
3,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
4,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
5,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
6,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
7,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
8,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
9,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
10,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
11,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
12,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
13,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
14,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
15,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
16,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
17,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
18,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
19,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
20,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
21,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
22,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
23,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
24,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
25,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
26,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
27,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
28,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
29,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
30,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
31,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
32,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
33,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
34,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
35,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
36,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
37,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
38,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
39,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
40,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
41,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
42,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
43,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
44,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
45,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
46,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
47,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
48,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
49,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
50,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
51,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
52,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
53,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
54,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
55,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
56,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
57,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
58,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
59,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
60,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
61,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
62,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
63,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
64,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
65,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
66,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
67,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
68,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
69,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
70,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
71,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
72,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
73,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
74,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
75,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
76,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
77,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
78,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
79,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
80,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
81,1.0305693265553482,0.7221261490852826,0.6871483585574922,0.7221261490852826,0.688089014386778,0.7221261490852826,0.4000112115000743
